"relative_path","extension","length","sha256","source_path"
"datan\common\moblegs34x.xfi",".xfi","200","94F92F64069274C7611CF36D2CDED9B9114AAB6B75E3C07E13EFF4C228062DB8","C:\Program Files (x86)\Nova1492\datan\common\moblegs34x.xfi"
"datan\common\moblegs35.gx",".gx","12887","1F209D3BBE6A5D9EDACF682A3A4E3BD193A755B074366BBC8B2B6061748EE742","C:\Program Files (x86)\Nova1492\datan\common\moblegs35.gx"
"datan\common\moblegs35.tga",".tga","3106","58FB2A2E80B1424B25F53443A99B70513107AF68854437B28A5C3711AE94390E","C:\Program Files (x86)\Nova1492\datan\common\moblegs35.tga"
"datan\common\moblegs35.xfi",".xfi","199","B52DAD97476F053B4DBC8411B9183BCAEC13B237B7F364EB39A78C9F594D3605","C:\Program Files (x86)\Nova1492\datan\common\moblegs35.xfi"
"datan\common\moblegs35x.gx",".gx","12512","A44AD2A70D6B0C144257BFD1629FBEC437F56F18C92CE7956BFF88125A6F7848","C:\Program Files (x86)\Nova1492\datan\common\moblegs35x.gx"
"datan\common\moblegs35x.tga",".tga","4901","2BACED43C723CA00884701E6D25E3E25C4A0040C125728E3BA2ECB2D57912967","C:\Program Files (x86)\Nova1492\datan\common\moblegs35x.tga"
"datan\common\moblegs35x.xfi",".xfi","199","B52DAD97476F053B4DBC8411B9183BCAEC13B237B7F364EB39A78C9F594D3605","C:\Program Files (x86)\Nova1492\datan\common\moblegs35x.xfi"
"datan\common\moblegs36.gx",".gx","952","7FF305EF698CE3F2B3134773A42E871AB20EE60C907D0EEB40BE46FAB2ABEA74","C:\Program Files (x86)\Nova1492\datan\common\moblegs36.gx"
"datan\common\moblegs36.tga",".tga","1230","C3E1418F0CD9CFFCAC0E9EE1994F26F2A06238F4645632E13AB1FA29DDAF491A","C:\Program Files (x86)\Nova1492\datan\common\moblegs36.tga"
"datan\common\moblegs36.xfi",".xfi","200","9EADD67CE8E8F230E58C5218A635F348C34BA99E51AA6721D42A43B7AD0B601E","C:\Program Files (x86)\Nova1492\datan\common\moblegs36.xfi"
"datan\common\moblegs36x.gx",".gx","954","39DFFB54A0466F601F5308B2C0B8E991FECFA7DDC0AF2E9A3270EAB3193444E8","C:\Program Files (x86)\Nova1492\datan\common\moblegs36x.gx"
"datan\common\moblegs36x.tga",".tga","1230","C3E1418F0CD9CFFCAC0E9EE1994F26F2A06238F4645632E13AB1FA29DDAF491A","C:\Program Files (x86)\Nova1492\datan\common\moblegs36x.tga"
"datan\common\moblegs36x.xfi",".xfi","200","9EADD67CE8E8F230E58C5218A635F348C34BA99E51AA6721D42A43B7AD0B601E","C:\Program Files (x86)\Nova1492\datan\common\moblegs36x.xfi"
"datan\common\moblegs37.gx",".gx","54886","40D44BA70747D7F2C4A5445639BC38862D5A43DFD10F7EA4350FD085CE9B0D16","C:\Program Files (x86)\Nova1492\datan\common\moblegs37.gx"
"datan\common\moblegs37.tga",".tga","9347","D97FED3FBCEDC7EC53649294F96F50FBFEA8AA1231DDC253B64C24E48F15002C","C:\Program Files (x86)\Nova1492\datan\common\moblegs37.tga"
"datan\common\moblegs37.xfi",".xfi","200","FDDC97D87C34E7792FB2A0141F09C513B7D7BC30D6408981DA0E45D3D2BF62EE","C:\Program Files (x86)\Nova1492\datan\common\moblegs37.xfi"
"datan\common\moblegs37x.gx",".gx","54907","5721882FC1D07CC99137C6DE35B9E2CAAB26E6368C5F6382D163A95952B972DB","C:\Program Files (x86)\Nova1492\datan\common\moblegs37x.gx"
"datan\common\moblegs37x.tga",".tga","9075","8316E752FDF553613B193EAF74573CF7E1B9EBE5B2FDB7041A389BB0474462FE","C:\Program Files (x86)\Nova1492\datan\common\moblegs37x.tga"
"datan\common\moblegs37x.xfi",".xfi","200","FDDC97D87C34E7792FB2A0141F09C513B7D7BC30D6408981DA0E45D3D2BF62EE","C:\Program Files (x86)\Nova1492\datan\common\moblegs37x.xfi"
"datan\common\moblegs38.gx",".gx","40798","D930575BEC184A05704AFBF0C042AB9CAE65A1021FAF2F252D3428F1DD473461","C:\Program Files (x86)\Nova1492\datan\common\moblegs38.gx"
"datan\common\moblegs38.tga",".tga","10621","975537CF82A59D399866B64BCB14CCEA8B9910F23C014F25956648DE75A64B95","C:\Program Files (x86)\Nova1492\datan\common\moblegs38.tga"
"datan\common\moblegs38.xfi",".xfi","194","49CB00FE535340980BCCB9856E48B8175F1355E2C620262165E775AE84EC910D","C:\Program Files (x86)\Nova1492\datan\common\moblegs38.xfi"
"datan\common\moblegs38x.gx",".gx","40808","F99520B1F10A7A82C0208B58B64C57E3439E3E802BDC5CA3D1F626A9977E1EBF","C:\Program Files (x86)\Nova1492\datan\common\moblegs38x.gx"
"datan\common\moblegs38x.tga",".tga","10326","5D5A49D6100DF734DAB65074EEB1500CB823D25793FD6FE46074D6644BF8B23B","C:\Program Files (x86)\Nova1492\datan\common\moblegs38x.tga"
"datan\common\moblegs38x.xfi",".xfi","194","49CB00FE535340980BCCB9856E48B8175F1355E2C620262165E775AE84EC910D","C:\Program Files (x86)\Nova1492\datan\common\moblegs38x.xfi"
"datan\common\moblegs39.gx",".gx","98620","D1ECC4BAA7E9F5D6760D4A951A7D81560979CABB120FDF97F43FD2FF71D918A4","C:\Program Files (x86)\Nova1492\datan\common\moblegs39.gx"
"datan\common\moblegs39.tga",".tga","14445","DF61B1E31B686200EC1EFF4AACB988CB4C2BF1AC2B34A1FA47A6A071C1E87864","C:\Program Files (x86)\Nova1492\datan\common\moblegs39.tga"
"datan\common\moblegs39.xfi",".xfi","195","AD073C3FCE532E7330940D4F77BD3522C72EDAE699165A91CF732414F0192ECF","C:\Program Files (x86)\Nova1492\datan\common\moblegs39.xfi"
"datan\common\moblegs39x.gx",".gx","98644","1217D7304DE40A4ADEAC020D70F487B174E6031171CA1F19D86F90514A2C246C","C:\Program Files (x86)\Nova1492\datan\common\moblegs39x.gx"
"datan\common\moblegs39x.tga",".tga","12070","2E08635F5163B4EE7D5A6E4DB4F2DC88CCFF89B684977AF1EEDD8C5E0E4FD3DF","C:\Program Files (x86)\Nova1492\datan\common\moblegs39x.tga"
"datan\common\moblegs39x.xfi",".xfi","195","AD073C3FCE532E7330940D4F77BD3522C72EDAE699165A91CF732414F0192ECF","C:\Program Files (x86)\Nova1492\datan\common\moblegs39x.xfi"
"datan\common\moblegs4.gx",".gx","28100","E2CC446D584BF21D9A34224D7787F1AA3197DAE8DF68A961E1457C4F1F20D867","C:\Program Files (x86)\Nova1492\datan\common\moblegs4.gx"
"datan\common\moblegs4.tga",".tga","5561","09DA89D95315118B2E19BD31AC70C4AE6EB9E56FE5C5DF6CA2753B8DAB4F9AB5","C:\Program Files (x86)\Nova1492\datan\common\moblegs4.tga"
"datan\common\moblegs4.xfi",".xfi","208","B8D27055FD990F70B95EBCDCB200F4CAD8863D81B394F924AA57FF13CC63C0CF","C:\Program Files (x86)\Nova1492\datan\common\moblegs4.xfi"
"datan\common\moblegs5.gx",".gx","39995","DD6C3B7570926644C6D0B4FD4AD508F13838C120B9C48B03B1599949EA6F4747","C:\Program Files (x86)\Nova1492\datan\common\moblegs5.gx"
"datan\common\moblegs5.tga",".tga","7988","025D205D2573EA3F2FDC2B117E3D85B17489FF76F8CB2BFF7DBE3D2351221423","C:\Program Files (x86)\Nova1492\datan\common\moblegs5.tga"
"datan\common\moblegs5.xfi",".xfi","204","5E842EB46F2E28A8BAC5137BF2325DF14D07DE219CEB702AD1FC86069DC69BD3","C:\Program Files (x86)\Nova1492\datan\common\moblegs5.xfi"
"datan\common\moblegs6.gx",".gx","72407","C27AF57064128E4654B3176FB21525327DCAFE687059C554E065BADCA8347B64","C:\Program Files (x86)\Nova1492\datan\common\moblegs6.gx"
"datan\common\moblegs6.tga",".tga","5509","97826580FAD188ACE70E4624C875DB64B69FB2393C931EA3CFF67EEB8E0F1F8E","C:\Program Files (x86)\Nova1492\datan\common\moblegs6.tga"
"datan\common\moblegs6.xfi",".xfi","199","8793F75C2B7503C8969003AB5079C5404EAADB9F0CCA19FFD217C4F26B41A2FA","C:\Program Files (x86)\Nova1492\datan\common\moblegs6.xfi"
"datan\common\mobmis31.gx",".gx","2897","236E01C49AB4C05EF152C3701472BDA46B0301C751206E512E653D2B66C3C45A","C:\Program Files (x86)\Nova1492\datan\common\mobmis31.gx"
"datan\common\mobmis31.xfi",".xfi","20","4A0EEB845905AF5E9BCAA0D3739FD8A68D357F8DBCC8D64DF97BEC5211EB5D43","C:\Program Files (x86)\Nova1492\datan\common\mobmis31.xfi"
"datan\common\mobmis32.gx",".gx","2897","24C0C9FF7B51AA8E91A63FAB8965D7747A4C2076E2ED0979894EC6EF924F7128","C:\Program Files (x86)\Nova1492\datan\common\mobmis32.gx"
"datan\common\mobmis32.xfi",".xfi","20","4A0EEB845905AF5E9BCAA0D3739FD8A68D357F8DBCC8D64DF97BEC5211EB5D43","C:\Program Files (x86)\Nova1492\datan\common\mobmis32.xfi"
"datan\common\mobmis33.gx",".gx","3497","D2E7FDBE8CE1D05764BDB9B38E46177A1453C26C397E54E35EC561F9E6216003","C:\Program Files (x86)\Nova1492\datan\common\mobmis33.gx"
"datan\common\mobmis33.tga",".tga","1800","526062B42A435C8DD5057C87A04524C3D9B5117136E646F2CC035A1B07A2F073","C:\Program Files (x86)\Nova1492\datan\common\mobmis33.tga"
"datan\common\mobmis33.xfi",".xfi","20","4A0EEB845905AF5E9BCAA0D3739FD8A68D357F8DBCC8D64DF97BEC5211EB5D43","C:\Program Files (x86)\Nova1492\datan\common\mobmis33.xfi"
"datan\common\mobmis34.gx",".gx","3465","35C389A569554805895F1EE7A3E6CD2ADF95FFFCD14772BCC4A25313A0752304","C:\Program Files (x86)\Nova1492\datan\common\mobmis34.gx"
"datan\common\mobmis34.tga",".tga","2779","A2124E630F0C1A0313AF88C3B7C63A7FD7C79208228040ACDCC2F58C125CBA3E","C:\Program Files (x86)\Nova1492\datan\common\mobmis34.tga"
"datan\common\mobmis34.XFI",".xfi","20","4A0EEB845905AF5E9BCAA0D3739FD8A68D357F8DBCC8D64DF97BEC5211EB5D43","C:\Program Files (x86)\Nova1492\datan\common\mobmis34.XFI"
"datan\common\mobmis35.gx",".gx","2896","AFD475C254B9D9AD7A5659019C3ECD6FC57AD7421E9585BFE994A3BFC12C1ED1","C:\Program Files (x86)\Nova1492\datan\common\mobmis35.gx"
"datan\common\mobmis35.XFI",".xfi","20","4A0EEB845905AF5E9BCAA0D3739FD8A68D357F8DBCC8D64DF97BEC5211EB5D43","C:\Program Files (x86)\Nova1492\datan\common\mobmis35.XFI"
"datan\common\mobmis36.gx",".gx","2374","49EA720C93C232BECA762D3746C4F55F966B7ADB7764633829EF8BCCCC370E3F","C:\Program Files (x86)\Nova1492\datan\common\mobmis36.gx"
"datan\common\mobmis36.XFI",".xfi","20","4A0EEB845905AF5E9BCAA0D3739FD8A68D357F8DBCC8D64DF97BEC5211EB5D43","C:\Program Files (x86)\Nova1492\datan\common\mobmis36.XFI"
"datan\common\mobmis37.gx",".gx","1142","1FDDC2686AE2BE444F723C01DA57F28400645B7BA94A6C022455FD13D47880C5","C:\Program Files (x86)\Nova1492\datan\common\mobmis37.gx"
"datan\common\mobmis37.XFI",".xfi","20","4A0EEB845905AF5E9BCAA0D3739FD8A68D357F8DBCC8D64DF97BEC5211EB5D43","C:\Program Files (x86)\Nova1492\datan\common\mobmis37.XFI"
"datan\common\mobmis38.gx",".gx","4027","18B8ADBA2EE9940B1156743446C90A4C11727300C5B61B3714369CDF1FB333E0","C:\Program Files (x86)\Nova1492\datan\common\mobmis38.gx"
"datan\common\mobmis38.XFI",".xfi","20","4A0EEB845905AF5E9BCAA0D3739FD8A68D357F8DBCC8D64DF97BEC5211EB5D43","C:\Program Files (x86)\Nova1492\datan\common\mobmis38.XFI"
"datan\common\mobmis39.gx",".gx","4630","D8FCE0E777733F19B0BB3C1A7EA3673A16BBB7D1D142A6D77CAEE0DD3238B349","C:\Program Files (x86)\Nova1492\datan\common\mobmis39.gx"
"datan\common\mobmis39.XFI",".xfi","20","4A0EEB845905AF5E9BCAA0D3739FD8A68D357F8DBCC8D64DF97BEC5211EB5D43","C:\Program Files (x86)\Nova1492\datan\common\mobmis39.XFI"
"datan\common\mob_ef01.GX",".gx","14402","1C80C04F5EA469970B0F4DBA03AD59B82C6DF0362AA6EE4B480C1584DF6F392C","C:\Program Files (x86)\Nova1492\datan\common\mob_ef01.GX"
"datan\common\mob_ef01.xfi",".xfi","16","A0AB6BE6FBC766B6A0E9B57E657F01CBE255E14F1E72231DF9D619A56923127F","C:\Program Files (x86)\Nova1492\datan\common\mob_ef01.xfi"
"datan\common\mob_ef02.GX",".gx","37735","08B9F181F77FFDB80C25698545F9628135B95BD332B7F49CC8E9CCD7A541F1BC","C:\Program Files (x86)\Nova1492\datan\common\mob_ef02.GX"
"datan\common\mob_ef02.xfi",".xfi","16","60A6587F31A472BDF675CBBECEB79FBD77323F12B60B921A7B32D9079FC683DC","C:\Program Files (x86)\Nova1492\datan\common\mob_ef02.xfi"
"datan\common\mob_ef03.GX",".gx","9831","D05ACB6BE54C14CCD36C61C3CB1C7251ADE54739A93E54B0F057E44D4247974F","C:\Program Files (x86)\Nova1492\datan\common\mob_ef03.GX"
"datan\common\mob_ef03.xfi",".xfi","16","60A6587F31A472BDF675CBBECEB79FBD77323F12B60B921A7B32D9079FC683DC","C:\Program Files (x86)\Nova1492\datan\common\mob_ef03.xfi"
"datan\common\mob_ef04.GX",".gx","31544","3537C3A533640470C6315C5B9D18C7DCBB4DFF7ED7AFC9E8A623B286D7281A69","C:\Program Files (x86)\Nova1492\datan\common\mob_ef04.GX"
"datan\common\mob_ef04.xfi",".xfi","16","60A6587F31A472BDF675CBBECEB79FBD77323F12B60B921A7B32D9079FC683DC","C:\Program Files (x86)\Nova1492\datan\common\mob_ef04.xfi"
"datan\common\mob_ef05-2.GX",".gx","37747","EA5F2F1C00494C677FF899EB942181398FE6EC27871BF7D510F3C9AA4E4C7F62","C:\Program Files (x86)\Nova1492\datan\common\mob_ef05-2.GX"
"datan\common\mob_ef05-2.xfi",".xfi","16","60A6587F31A472BDF675CBBECEB79FBD77323F12B60B921A7B32D9079FC683DC","C:\Program Files (x86)\Nova1492\datan\common\mob_ef05-2.xfi"
"datan\common\mob_ef05.GX",".gx","81962","F2C99B4CFAB6E6058C68ECF6148B8ED418C1E57D3A00C7AD7510F7CEE49D0D56","C:\Program Files (x86)\Nova1492\datan\common\mob_ef05.GX"
"datan\common\mob_ef05.xfi",".xfi","16","60A6587F31A472BDF675CBBECEB79FBD77323F12B60B921A7B32D9079FC683DC","C:\Program Files (x86)\Nova1492\datan\common\mob_ef05.xfi"
"datan\common\mob_ef06.GX",".gx","11703","C55F372C87E8E5F01688BD92ADA464A71DD902DBF967F87C5449C182993BB1BB","C:\Program Files (x86)\Nova1492\datan\common\mob_ef06.GX"
"datan\common\mob_ef06.xfi",".xfi","16","60A6587F31A472BDF675CBBECEB79FBD77323F12B60B921A7B32D9079FC683DC","C:\Program Files (x86)\Nova1492\datan\common\mob_ef06.xfi"
"datan\common\mop06-body.GX",".gx","42269","EE6EDE046D624E7230CEB45F354642A7E88417A0D5FD0FEB107D49301926B1A2","C:\Program Files (x86)\Nova1492\datan\common\mop06-body.GX"
"datan\common\mop06-body.tga",".tga","107476","CABDDE98B33CACF19BE1EB8118F5338E0CCD4E7C10F39305350B3A4D1E4461ED","C:\Program Files (x86)\Nova1492\datan\common\mop06-body.tga"
"datan\common\mop06-body.xfi",".xfi","838","211FCFA0C06D1B0EA0E9138323C0203326676A95C6E3211535D0870D126FB716","C:\Program Files (x86)\Nova1492\datan\common\mop06-body.xfi"
"datan\common\mop06-legs.GX",".gx","124019","98F655D8A2041016BDD11A052F7BADA729DD7C19E7F35706BF1267DA48E7872F","C:\Program Files (x86)\Nova1492\datan\common\mop06-legs.GX"
"datan\common\mop06-legs.tga",".tga","80344","B3DE260AAE4E656C3A7FF59F6C9641AA0427B846103A4EC834613ED28E735AFF","C:\Program Files (x86)\Nova1492\datan\common\mop06-legs.tga"
"datan\common\mop06-legs.xfi",".xfi","216","9F44BF644D8A4E5E260B832447A4CECD767E4F7583E36EA3DCFFC9062CF219CE","C:\Program Files (x86)\Nova1492\datan\common\mop06-legs.xfi"
"datan\common\mop16-body.GX",".gx","59936","18F9EA0F18ABF92A168F735C70A638651A98A66DA081EAFC44D64828CD3B703C","C:\Program Files (x86)\Nova1492\datan\common\mop16-body.GX"
"datan\common\mop16-body.tga",".tga","130173","DB6DCB37C7697F233DB79BF90D813EA3F4BE9C6CD1BC68C2652998291B35BDEC","C:\Program Files (x86)\Nova1492\datan\common\mop16-body.tga"
"datan\common\mop16-body.xfi",".xfi","822","9200D82EE33DAE7E9186108695803FD46C180E6DDA3ECF15A0AC2190599E5D6A","C:\Program Files (x86)\Nova1492\datan\common\mop16-body.xfi"
"datan\common\mop16-legs.GX",".gx","106739","EFEFA38D9C0F4C5B289B75042308708EFCF45A39C495CABCF61ABEC32581382E","C:\Program Files (x86)\Nova1492\datan\common\mop16-legs.GX"
"datan\common\mop16-legs.tga",".tga","130747","F653CB3A33D03E011293026677406084A9AAEE867AC2FB0793E074F32E8C22D2","C:\Program Files (x86)\Nova1492\datan\common\mop16-legs.tga"
"datan\common\mop16-legs.xfi",".xfi","214","37E14E696D89BE2CAC4C78C0028534DDEF39BFC53E0EEED8836D8C220EFE7E62","C:\Program Files (x86)\Nova1492\datan\common\mop16-legs.xfi"
"datan\common\mop17_body.GX",".gx","46312","AC0755B7BB7B7190ECC25AB50AF01561F244457F512B3FBED2FA23F927A4E5D5","C:\Program Files (x86)\Nova1492\datan\common\mop17_body.GX"
"datan\common\mop17_body.tga",".tga","84270","A9D1948C45B509C41BFFFF2A13FC7A317B953247212766BB282DA8CFDD988E21","C:\Program Files (x86)\Nova1492\datan\common\mop17_body.tga"
"datan\common\mop17_body.xfi",".xfi","822","9200D82EE33DAE7E9186108695803FD46C180E6DDA3ECF15A0AC2190599E5D6A","C:\Program Files (x86)\Nova1492\datan\common\mop17_body.xfi"
"datan\common\mop17_legs.GX",".gx","44125","4AA5771A05C08F4DC170112F6ECFFB6C7DCA89CF058BAD96F17BC2A524A8AF5F","C:\Program Files (x86)\Nova1492\datan\common\mop17_legs.GX"
"datan\common\mop17_legs.tga",".tga","146536","B952C1D62997C2205D2CB72BF04A1BA8C122F7E92C1F7859FE4CABCAA991831A","C:\Program Files (x86)\Nova1492\datan\common\mop17_legs.tga"
"datan\common\mop17_legs.xfi",".xfi","214","37E14E696D89BE2CAC4C78C0028534DDEF39BFC53E0EEED8836D8C220EFE7E62","C:\Program Files (x86)\Nova1492\datan\common\mop17_legs.xfi"
"datan\common\mop18-body.GX",".gx","40874","99FF4FC8889B747F38F38C319D1A13618691589FB6CD6D8337FEE0A780512E4B","C:\Program Files (x86)\Nova1492\datan\common\mop18-body.GX"
"datan\common\mop18-body.tga",".tga","68834","E2796F7F65D6F7144639B7EC0BF9F4D7E22307C78D03F0489583DC01D2BE4D34","C:\Program Files (x86)\Nova1492\datan\common\mop18-body.tga"
"datan\common\mop18-body.xfi",".xfi","834","CDDB2B97B309F9BF74D6F29574D8EAA78356D6CAA37BB81AFFD7B0CB2D3A8A2B","C:\Program Files (x86)\Nova1492\datan\common\mop18-body.xfi"
"datan\common\mop18-legs.GX",".gx","24693","F12B1761284335FBCAA880DE23E9F26032720AFB010E659E23EC325FBCE0A95D","C:\Program Files (x86)\Nova1492\datan\common\mop18-legs.GX"
"datan\common\mop18-legs.tga",".tga","152487","9D6EE3A032B065BBEE9689A71F5E1A9119FD4E4C69AB92F491F48CBAB714ABC2","C:\Program Files (x86)\Nova1492\datan\common\mop18-legs.tga"
"datan\common\mop18-legs.xfi",".xfi","226","20018E646E2B1C719ED60BA93A38EFAF892CEAC28D6127DE3FBC20B476AB8BB0","C:\Program Files (x86)\Nova1492\datan\common\mop18-legs.xfi"
"datan\common\mop4-body.GX",".gx","22709","A08B84C4EE5D37F6DB3F98CCB6874931DE4E349BC06952E4CE97C288AB4A15DF","C:\Program Files (x86)\Nova1492\datan\common\mop4-body.GX"
"datan\common\mop4-body.xfi",".xfi","834","B8CEE714D324E019B06F36F47C2CDFE1DA22CC2C03B350B9DF79E781ACB18323","C:\Program Files (x86)\Nova1492\datan\common\mop4-body.xfi"
"datan\common\mop4-legs.GX",".gx","124537","3EDA8C768B7D307C00D9084428B422F74B5C5C5282C71A6D05FE3BCF37C21506","C:\Program Files (x86)\Nova1492\datan\common\mop4-legs.GX"
"datan\common\mop4-legs.tga",".tga","127530","3D92A2BE299A072DE4012F152AAEFF2BB657275B84759703059AE8FFDF37B062","C:\Program Files (x86)\Nova1492\datan\common\mop4-legs.tga"
"datan\common\mop4-legs.xfi",".xfi","228","A0ED83DAE50F631AA96C6F12E4B1B7EC8AEFCCF13055806B3083BA783E65CA7F","C:\Program Files (x86)\Nova1492\datan\common\mop4-legs.xfi"
"datan\common\mop4gun.tga",".tga","73616","6FE056445FDBE795B7FAA0B2583D266C514E1ADA9E18F5A373D55735C51135E8","C:\Program Files (x86)\Nova1492\datan\common\mop4gun.tga"
"datan\common\mouseCursor.bmp",".bmp","33844","87788D3189B840415E80978E980EF0DDD1551B6E3265E850FD86397B82CF5557","C:\Program Files (x86)\Nova1492\datan\common\mouseCursor.bmp"
"datan\common\move.gx",".gx","5191","3088D59C32FF3F67DF199464B40BC2F180C57E12A30C550BD58392727700FAC3","C:\Program Files (x86)\Nova1492\datan\common\move.gx"
"datan\common\move.xfi",".xfi","31","9364D3CB0FAB23F74134BB48309EB54B3C9BAB5460FB1685C3B2E7E160842936","C:\Program Files (x86)\Nova1492\datan\common\move.xfi"
"datan\common\multi-ex-shop.BMP",".bmp","1572920","24092A54FF4B7C39BDF344A8E921C67F61D201E798E2CF51B516CC2D95D81185","C:\Program Files (x86)\Nova1492\datan\common\multi-ex-shop.BMP"
"datan\common\mz1.bmp",".bmp","786486","D153D30D7D4590F2D5AB6619AB1099D03706DC2CA1F808BD3F9AD07BCA63DD0D","C:\Program Files (x86)\Nova1492\datan\common\mz1.bmp"
"datan\common\mz1.tga",".tga","474256","F7EB831C4E7E5C4998910CAF3348ABB4BC00AB133F8D648934466FC6F95F6A20","C:\Program Files (x86)\Nova1492\datan\common\mz1.tga"
"datan\common\mz2.bmp",".bmp","786486","D0D3B2A46E2799F55ACDAA12468B8B11B690C2C6DD12130869758179624E10E7","C:\Program Files (x86)\Nova1492\datan\common\mz2.bmp"
"datan\common\mz2.tga",".tga","331517","6C4DF88F17190B99AB45175FD726AF060E5233EF45173DDC4B71E511D59EBF01","C:\Program Files (x86)\Nova1492\datan\common\mz2.tga"
"datan\common\m_1.tga",".tga","360091","A9B97700A35F6CE2C5445F877477AD63B653BBF3FAAFB2580928C5BDA6E5B707","C:\Program Files (x86)\Nova1492\datan\common\m_1.tga"
"datan\common\m_2.tga",".tga","451790","5604A50BFC8AB803B4AC1281982C287718D3D159D555023273FD710989F0E548","C:\Program Files (x86)\Nova1492\datan\common\m_2.tga"
"datan\common\m_3.tga",".tga","429911","3C38CADAF508FE5D7A88185FCDE02EB56FE0F3DC97ED2F42E8F0546D07D4D6F2","C:\Program Files (x86)\Nova1492\datan\common\m_3.tga"
"datan\common\m_31.tga",".tga","430473","96FA8AE0EFF85A46F63BD6B7EF40A835035FC7738D158091BB4D328C32AB7BAC","C:\Program Files (x86)\Nova1492\datan\common\m_31.tga"
"datan\common\m_4.tga",".tga","421733","075A010896CDB53BF7F71084E69FAA6358DB7719EDA484492B5CC13C597B1B93","C:\Program Files (x86)\Nova1492\datan\common\m_4.tga"
"datan\common\m_41.tga",".tga","418802","4F9DEBD8637B9F83541AB286F9D4E4C9E5FF61E44B44304418B165CB7C370EE7","C:\Program Files (x86)\Nova1492\datan\common\m_41.tga"
"datan\common\m_5.tga",".tga","289161","FF4BE5B5A352365442B790FE6E13CCE4A44F7FD490B3683C76DCDC9944BB8675","C:\Program Files (x86)\Nova1492\datan\common\m_5.tga"
"datan\common\m_bosp.GX",".gx","10893","F8559D9F1800C72F692AC09AC219CC429BD268F1A4CDD26FD2A281EA6E079849","C:\Program Files (x86)\Nova1492\datan\common\m_bosp.GX"
"datan\common\m_bosp.xfi",".xfi","16","A0AB6BE6FBC766B6A0E9B57E657F01CBE255E14F1E72231DF9D619A56923127F","C:\Program Files (x86)\Nova1492\datan\common\m_bosp.xfi"
"datan\common\n22_01.tga",".tga","87196","2A9E8C0E30A4B6E6F1E953DE77F4885F2CA6BD95EB78E75F2C266A42EFA379D2","C:\Program Files (x86)\Nova1492\datan\common\n22_01.tga"
"datan\common\n22_02.tga",".tga","98688","C65945804F66D4B5BEDEDD15D4A48F62C20176FD11764B9AF6840E393892B897","C:\Program Files (x86)\Nova1492\datan\common\n22_02.tga"
"datan\common\Neonwing.bmp",".bmp","196662","932F2A16A68C64AC6DA54B9A21784BD07E34C950FFB573D910C7A8B55090A480","C:\Program Files (x86)\Nova1492\datan\common\Neonwing.bmp"
"datan\common\Neonwing.ifl",".ifl","12","8FE93B458C8EF59AB05546B07E8EFA155B1958EA0D1A69BFCE10E3F886B4F0D0","C:\Program Files (x86)\Nova1492\datan\common\Neonwing.ifl"
"datan\common\NeonwingN.bmp",".bmp","196662","BFA708E0CB6A6D41922651A2D3DFED9A2A0FAFD1E82EA7E42723D7A90714239B","C:\Program Files (x86)\Nova1492\datan\common\NeonwingN.bmp"
"datan\common\NeonwingN.ifl",".ifl","13","54063992969BD88B218BB709E38DC8F1AE6E51395F9FAC9638C7EEB423B78224","C:\Program Files (x86)\Nova1492\datan\common\NeonwingN.ifl"
"datan\common\new-metal1.tga",".tga","390173","A1297168BF6FAAAFCA458B89F7B3318FE3BD125E788CE53FDC70F9EA4A68F5EF","C:\Program Files (x86)\Nova1492\datan\common\new-metal1.tga"
"datan\common\new-metal2.tga",".tga","418685","DA19F08B99A05DADF0BDC26DA217314DBB5118680156D508F8D9389F74140EA9","C:\Program Files (x86)\Nova1492\datan\common\new-metal2.tga"
"datan\common\new-metal3.tga",".tga","489488","D48174D10C06A7C39059EBB17076ED33AD7910F337AEBF172D0A385DD63F23F1","C:\Program Files (x86)\Nova1492\datan\common\new-metal3.tga"
"datan\common\New-red-attach1.tga",".tga","460470","9A5A1FF763DD6F0C6E4E050881A7376D0ABF082BD07AC6666B2A32859DC6CD8B","C:\Program Files (x86)\Nova1492\datan\common\New-red-attach1.tga"
"datan\common\New-red.tga",".tga","514639","46985724E85AC5DDDCFB820BD755F8EA4044B67707DF259814E2E4AB39263B0F","C:\Program Files (x86)\Nova1492\datan\common\New-red.tga"
"datan\common\new1.tga",".tga","276103","ABA4D10B50B692C0471221CA65FC16605F703B7ECB1AD1FC376C1D49883E6927","C:\Program Files (x86)\Nova1492\datan\common\new1.tga"
"datan\common\new2.tga",".tga","121437","01735ECCD8906271AAB1A3D6D92FDD20B47E9EAD59544151D4AB07D41EC696D6","C:\Program Files (x86)\Nova1492\datan\common\new2.tga"
"datan\common\NewBigWar.tga",".tga","489548","E7C23B5ED3779C27ECD27957D4390042591911690CA66C509C0F7F3242969FFD","C:\Program Files (x86)\Nova1492\datan\common\NewBigWar.tga"
"datan\common\NewBigWar1.tga",".tga","500476","6646E74E0AFBD4253280DEDEFEF29854AE882A62B78EBAA5CE42BC71364F0C5C","C:\Program Files (x86)\Nova1492\datan\common\NewBigWar1.tga"
"datan\common\NewBigWar2.tga",".tga","438052","7404E139E04BEFA6EA0C378EE06C6CFEBC12C6399C47B1C10A397F418302EB3E","C:\Program Files (x86)\Nova1492\datan\common\NewBigWar2.tga"
