"relative_path","extension","length","sha256","source_path"
"datan\common\eventAR_citemgr10.bmp",".bmp","66614","12FE884D86DB4EAFBEF69E9D4FC7BCEE3A725BF122DD2A4C1C144EE570908ED0","C:\Program Files (x86)\Nova1492\datan\common\eventAR_citemgr10.bmp"
"datan\common\eventAR_citemgr2.bmp",".bmp","66614","28C10F67FCE9726B3DD159634682531BC2F5D3A379D8AB79456D8A385F0F17D1","C:\Program Files (x86)\Nova1492\datan\common\eventAR_citemgr2.bmp"
"datan\common\eventAR_citemgr3.bmp",".bmp","66614","8957E58D44A45CA2273EF41EB37BA060CECDB3C026B057646070B8F8D30AD33A","C:\Program Files (x86)\Nova1492\datan\common\eventAR_citemgr3.bmp"
"datan\common\eventAR_citemgr4.bmp",".bmp","66614","87EF2DA9023DEE0B4D9E81DC9166FFEF8C225ABCF0C5139BE1B2B5D07CE765C1","C:\Program Files (x86)\Nova1492\datan\common\eventAR_citemgr4.bmp"
"datan\common\eventAR_citemgr5.bmp",".bmp","66614","C51FA2051B47718391066C40EF9ECA8864D7359B693C13AC9713CF07DBF5DC11","C:\Program Files (x86)\Nova1492\datan\common\eventAR_citemgr5.bmp"
"datan\common\eventAR_citemgr6.bmp",".bmp","66614","78CD04DE658930E3DBCDD92F2C2BDDABB2A111878CEB9BF0EDAD18961E330F25","C:\Program Files (x86)\Nova1492\datan\common\eventAR_citemgr6.bmp"
"datan\common\eventAR_citemgr7.bmp",".bmp","66614","DBBB4F2BFE046577381FBD28B5D3F6F16535AE3C261CC90A532D990621488AA5","C:\Program Files (x86)\Nova1492\datan\common\eventAR_citemgr7.bmp"
"datan\common\eventAR_citemgr8.bmp",".bmp","66614","16FC00DC4D4714B13D5F45C7AA83DFF0CCA0D6C1C3BEABEA12C600EF192D403B","C:\Program Files (x86)\Nova1492\datan\common\eventAR_citemgr8.bmp"
"datan\common\eventAR_citemgr9.bmp",".bmp","66614","1436BDCC0298F136448B4CF23EA370F28BC3183D55CD09A64E8C968DFF302175","C:\Program Files (x86)\Nova1492\datan\common\eventAR_citemgr9.bmp"
"datan\common\ex-bt.bmp",".bmp","17460","FC367E65A53C7565D5AF1424AE8B0765A474047C3DE6E90D06E266064A94240B","C:\Program Files (x86)\Nova1492\datan\common\ex-bt.bmp"
"datan\common\ex-shop-bt.BMP",".bmp","66612","A64396237ECA2CBB1BD936FB78F8B605966DF47A47E9F56C2736EA5AF738A9F3","C:\Program Files (x86)\Nova1492\datan\common\ex-shop-bt.BMP"
"datan\common\exchange-onlysell.bmp",".bmp","1572920","68AF2BBA1A76040ECD4A229B9A2EA9A3C5C603EF8E11411B9E174539AFEE8B5B","C:\Program Files (x86)\Nova1492\datan\common\exchange-onlysell.bmp"
"datan\common\exchange-shop.BMP",".bmp","1572920","102B3177560DC64E880E22A8BD776A0737CB26CCE649AF2E98263AD2E62529D2","C:\Program Files (x86)\Nova1492\datan\common\exchange-shop.BMP"
"datan\common\exchange.bmp",".bmp","1572920","705E18CE5A733CC48FDBC31CA0BCE4A822230D58427E8C530E15FEECA77487F9","C:\Program Files (x86)\Nova1492\datan\common\exchange.bmp"
"datan\common\exp-bt.BMP",".bmp","5172","7BE94A7DA390ABBF9A5E5B86D75762A17037120F0E738D85FC45717A2FBE0CE5","C:\Program Files (x86)\Nova1492\datan\common\exp-bt.BMP"
"datan\common\exp.bmp",".bmp","196664","AF419EE1CB8ADFAF1235AC301B4C76F50F20B0DDF22AFE1DC6844A44E13836F4","C:\Program Files (x86)\Nova1492\datan\common\exp.bmp"
"datan\common\ExplodeAirBU-대.bmp",".bmp","393270","7592F5A33494AFF03F913D9A656BF65A11FBA634530D70C534C2C34F9BB21CF3","C:\Program Files (x86)\Nova1492\datan\common\ExplodeAirBU-대.bmp"
"datan\common\ExplodeAirBU-대.GX",".gx","260655","A5B8AA721F3ACA358DAF8D25F0853D1AA2299B7B49771E396443419B076296F1","C:\Program Files (x86)\Nova1492\datan\common\ExplodeAirBU-대.GX"
"datan\common\ExplodeAirBU-대.xfi",".xfi","19","13D407A1570C14BBEC0DA5F5C24EE9A2512286274F048C1CD7B737044686E1F3","C:\Program Files (x86)\Nova1492\datan\common\ExplodeAirBU-대.xfi"
"datan\common\ExplodeAirBU-소.bmp",".bmp","196662","25902F51DA8A4A18102C15A8E34C596F913628B15BF6F4A8E96D2BBC526441CD","C:\Program Files (x86)\Nova1492\datan\common\ExplodeAirBU-소.bmp"
"datan\common\ExplodeAirBU-소.GX",".gx","146423","460C474F6DCF3F9BB4ED3DE5E8E65CE2F0EF98BE4AD4F57183EE2DAA0FACD5F0","C:\Program Files (x86)\Nova1492\datan\common\ExplodeAirBU-소.GX"
"datan\common\ExplodeAirBU-소.xfi",".xfi","18","20F76F7A28F4F3C94773C90B17A6F0038568DFE6ADA98ED72E994FE387F11F95","C:\Program Files (x86)\Nova1492\datan\common\ExplodeAirBU-소.xfi"
"datan\common\ExplodeAirBU-중.GX",".gx","170016","FED5286F70082FB62CFC97198A62D8B9CEC597A925C092A838AF73CB752A91BC","C:\Program Files (x86)\Nova1492\datan\common\ExplodeAirBU-중.GX"
"datan\common\ExplodeAirBU-중.tga",".tga","116343","3014193BE70DA420E9AB973CC00CF5C3173229CDDAD76814DA9E7F3183CD1967","C:\Program Files (x86)\Nova1492\datan\common\ExplodeAirBU-중.tga"
"datan\common\ExplodeAirBU-중.xfi",".xfi","18","20F76F7A28F4F3C94773C90B17A6F0038568DFE6ADA98ED72E994FE387F11F95","C:\Program Files (x86)\Nova1492\datan\common\ExplodeAirBU-중.xfi"
"datan\common\ExplodeAirBU-��.bmp",".bmp","196662","25902F51DA8A4A18102C15A8E34C596F913628B15BF6F4A8E96D2BBC526441CD","C:\Program Files (x86)\Nova1492\datan\common\ExplodeAirBU-��.bmp"
"datan\common\ExplodeAirBU-��.GX",".gx","170016","FED5286F70082FB62CFC97198A62D8B9CEC597A925C092A838AF73CB752A91BC","C:\Program Files (x86)\Nova1492\datan\common\ExplodeAirBU-��.GX"
"datan\common\ExplodeAirBU-��.tga",".tga","116343","3014193BE70DA420E9AB973CC00CF5C3173229CDDAD76814DA9E7F3183CD1967","C:\Program Files (x86)\Nova1492\datan\common\ExplodeAirBU-��.tga"
"datan\common\ExplodeAirBU-��.xfi",".xfi","18","20F76F7A28F4F3C94773C90B17A6F0038568DFE6ADA98ED72E994FE387F11F95","C:\Program Files (x86)\Nova1492\datan\common\ExplodeAirBU-��.xfi"
"datan\common\ExplodeAirBU.gx",".gx","202787","FFD5C9D86EFA44C1C3B21C359351D89142ED9D38393225362E25D784E71CBA00","C:\Program Files (x86)\Nova1492\datan\common\ExplodeAirBU.gx"
"datan\common\ExplodeAirBU.tga",".tga","117162","4FF774817B6FB7108F629E2EF55398AFFFCB4E76C6A208731C58CA98B287BFA6","C:\Program Files (x86)\Nova1492\datan\common\ExplodeAirBU.tga"
"datan\common\ExplodeAirBU.xfi",".xfi","18","8E217C8B90945243CE50FDC93E9A3A334DB381522D3D67BD0099553A13F44AF3","C:\Program Files (x86)\Nova1492\datan\common\ExplodeAirBU.xfi"
"datan\common\ExplodeBU-대.GX",".gx","190258","D7843E5FB83749D14C75D9CF7ECF12485C3A0AC739A5A2EF9FBED407F07187E9","C:\Program Files (x86)\Nova1492\datan\common\ExplodeBU-대.GX"
"datan\common\ExplodeBU-대.tga",".tga","81444","D420FD0221379196AB858CE58214E20E1C0F7F128C3F8A0681BE457696501128","C:\Program Files (x86)\Nova1492\datan\common\ExplodeBU-대.tga"
"datan\common\ExplodeBU-대.xfi",".xfi","19","680B248F1BEFB7F90C42FA83A9F6ABB53CC4FE94813DC18708B63487519199F6","C:\Program Files (x86)\Nova1492\datan\common\ExplodeBU-대.xfi"
"datan\common\ExplodeBU-소.bmp",".bmp","393270","7E58A82833BE8AAD33006A1BDC8076145C00051DACCAD42734934A7492916D97","C:\Program Files (x86)\Nova1492\datan\common\ExplodeBU-소.bmp"
"datan\common\ExplodeBU-소.GX",".gx","104941","197DEE0150874CB2015FCE6F4E04B19D207D14E34C6117F776C938B6E3C91A50","C:\Program Files (x86)\Nova1492\datan\common\ExplodeBU-소.GX"
"datan\common\ExplodeBU-소.xfi",".xfi","19","680B248F1BEFB7F90C42FA83A9F6ABB53CC4FE94813DC18708B63487519199F6","C:\Program Files (x86)\Nova1492\datan\common\ExplodeBU-소.xfi"
"datan\common\ExplodeBU-중.GX",".gx","132084","7B986DB16F368A13FCA0C3BEF63E7B67B957DF4958DD0CC5EE9E78525EED8BE1","C:\Program Files (x86)\Nova1492\datan\common\ExplodeBU-중.GX"
"datan\common\ExplodeBU-중.tga",".tga","95453","D8F577BE00602ADD3550A8C3F511C9798BCA9973075D1EAD96AD4524D965B56D","C:\Program Files (x86)\Nova1492\datan\common\ExplodeBU-중.tga"
"datan\common\ExplodeBU-중.xfi",".xfi","19","680B248F1BEFB7F90C42FA83A9F6ABB53CC4FE94813DC18708B63487519199F6","C:\Program Files (x86)\Nova1492\datan\common\ExplodeBU-중.xfi"
"datan\common\ExplodeBU-��.bmp",".bmp","393270","7E58A82833BE8AAD33006A1BDC8076145C00051DACCAD42734934A7492916D97","C:\Program Files (x86)\Nova1492\datan\common\ExplodeBU-��.bmp"
"datan\common\ExplodeBU-��.GX",".gx","132084","7B986DB16F368A13FCA0C3BEF63E7B67B957DF4958DD0CC5EE9E78525EED8BE1","C:\Program Files (x86)\Nova1492\datan\common\ExplodeBU-��.GX"
"datan\common\ExplodeBU-��.tga",".tga","95453","D8F577BE00602ADD3550A8C3F511C9798BCA9973075D1EAD96AD4524D965B56D","C:\Program Files (x86)\Nova1492\datan\common\ExplodeBU-��.tga"
"datan\common\ExplodeBU-��.xfi",".xfi","19","680B248F1BEFB7F90C42FA83A9F6ABB53CC4FE94813DC18708B63487519199F6","C:\Program Files (x86)\Nova1492\datan\common\ExplodeBU-��.xfi"
"datan\common\ExplodeBU.bmp",".bmp","8250","1B207AE0C4A872ED14AA1E5F6462291CE679645556CE57778CEC5C0078ABDBF2","C:\Program Files (x86)\Nova1492\datan\common\ExplodeBU.bmp"
"datan\common\ExplodeBU.gx",".gx","186924","E01C88913FC4A127BE5657DE881006E7696BC966A3CC85D1C323C1CEF88A7C6E","C:\Program Files (x86)\Nova1492\datan\common\ExplodeBU.gx"
"datan\common\ExplodeBU.xfi",".xfi","18","8E217C8B90945243CE50FDC93E9A3A334DB381522D3D67BD0099553A13F44AF3","C:\Program Files (x86)\Nova1492\datan\common\ExplodeBU.xfi"
"datan\common\explodeEMB.GX",".gx","335074","30E2C97B6C12C1F70FCD98FE5070D638A368C14E236734F7FCD0D5CA129A5DBC","C:\Program Files (x86)\Nova1492\datan\common\explodeEMB.GX"
"datan\common\explodeEMB.tga",".tga","102469","307C777BDAD88319E7F85D98AD76FC4D1E213E55CDAE83E6ED8ED0930E76ED24","C:\Program Files (x86)\Nova1492\datan\common\explodeEMB.tga"
"datan\common\ExplodeEMB.xfi",".xfi","21","005772503E667E03FCD324E8462BAFDEE09780FAE6243988B5856E7094524D76","C:\Program Files (x86)\Nova1492\datan\common\ExplodeEMB.xfi"
"datan\common\explodeEMBA.bmp",".bmp","393270","EA4C9E7781CEA8766C945790DD05A58E07186DD45612E609F0F72023E4442A4A","C:\Program Files (x86)\Nova1492\datan\common\explodeEMBA.bmp"
"datan\common\ExplodeMB.gx",".gx","385803","8CC5BD2F30B5491E7A8C2CBA6829DF0524450CA9E9179D9011C05895143FB248","C:\Program Files (x86)\Nova1492\datan\common\ExplodeMB.gx"
"datan\common\ExplodeMB.tga",".tga","95771","5E55415239946DEFBFC1A0B9167016869A406E3FE5E922BDEF14BBDE8FD9B6B8","C:\Program Files (x86)\Nova1492\datan\common\ExplodeMB.tga"
"datan\common\ExplodeMB.xfi",".xfi","21","005772503E667E03FCD324E8462BAFDEE09780FAE6243988B5856E7094524D76","C:\Program Files (x86)\Nova1492\datan\common\ExplodeMB.xfi"
"datan\common\explosion.gx",".gx","10204","0E48AFCE84E88390429300D98E6F0131BB4DDA75030A094A9956359ED583814E","C:\Program Files (x86)\Nova1492\datan\common\explosion.gx"
"datan\common\explosion.tga",".tga","6191","97FB77D4CAE3B201E83395C8BF58226320172A9D63ADE5CF96FC1614F028D46F","C:\Program Files (x86)\Nova1492\datan\common\explosion.tga"
"datan\common\explosion.xfi",".xfi","18","F5FC82C339849DD8F9E900B5B257407350EE00C175573162FD914E4C9BB28B75","C:\Program Files (x86)\Nova1492\datan\common\explosion.xfi"
"datan\common\ext.GX",".gx","62190","722F1B20E12504781E44BFB001DF321E999CCCEA84422C227C471EC920585AA4","C:\Program Files (x86)\Nova1492\datan\common\ext.GX"
"datan\common\ext.xfi",".xfi","16","23DD812AB80C2E0F5E8A89B5CA56980BF2956603FEE9F09CC21817B8A1958DF7","C:\Program Files (x86)\Nova1492\datan\common\ext.xfi"
"datan\common\E_booster.png",".png","92956","F56DB46507FDB41C8B5C78A06D41BB7520B7ABEDDCDF0A98D5630B6255A5374C","C:\Program Files (x86)\Nova1492\datan\common\E_booster.png"
"datan\common\f1-a.bmp",".bmp","24632","CE54C993654CE2E1C80BA3DD112468B92BB419CCABDF05EAF51D3BCA4E8BC9AC","C:\Program Files (x86)\Nova1492\datan\common\f1-a.bmp"
"datan\common\fair-1.bmp",".bmp","786486","869096D6CA0D23083BAFFCF8E09A00461A0927E9845F25A4FD8AB03913D0426F","C:\Program Files (x86)\Nova1492\datan\common\fair-1.bmp"
"datan\common\fair-2.bmp",".bmp","786486","869096D6CA0D23083BAFFCF8E09A00461A0927E9845F25A4FD8AB03913D0426F","C:\Program Files (x86)\Nova1492\datan\common\fair-2.bmp"
"datan\common\fair1.tga",".tga","434636","E44C654BA0D1E2A4D7B6477F967E309872CE8A2DC5931B801F9F7B0FD20C4176","C:\Program Files (x86)\Nova1492\datan\common\fair1.tga"
"datan\common\fair2.tga",".tga","475311","BF157A791F5014C2A3055940AC0F1F9ECEF063F9069FF0C54BCAF03B980C0471","C:\Program Files (x86)\Nova1492\datan\common\fair2.tga"
"datan\common\fair3.tga",".tga","483042","22EF170C16504B8D46526BE1F6905BC20BE0BEA1CEEE05FC51A606D5ECA299B6","C:\Program Files (x86)\Nova1492\datan\common\fair3.tga"
"datan\common\fair4.tga",".tga","370259","63DA01D488254C0CB02745E3A508E68FD9294FD62AA70C3D662822E4AB3F8F2E","C:\Program Files (x86)\Nova1492\datan\common\fair4.tga"
"datan\common\fcon-ADD.BMP",".bmp","17462","07F7AE670B2A311D636864D58DA2357367C1CAF35009AB3AF05769458E936B70","C:\Program Files (x86)\Nova1492\datan\common\fcon-ADD.BMP"
"datan\common\fcon-exit.BMP",".bmp","3124","AD585DA8C68FCCAE76712ABC80FE81581FA616C5ED853A55401D65A88F28B28C","C:\Program Files (x86)\Nova1492\datan\common\fcon-exit.BMP"
"datan\common\fcon-exit버튼.BMP",".bmp","3124","C82C87A2810A11F6425BFA175D486E552E604957402377B77F63687D1990D2FD","C:\Program Files (x86)\Nova1492\datan\common\fcon-exit버튼.BMP"
"datan\common\fcon-exit��ư.BMP",".bmp","3124","C82C87A2810A11F6425BFA175D486E552E604957402377B77F63687D1990D2FD","C:\Program Files (x86)\Nova1492\datan\common\fcon-exit��ư.BMP"
"datan\common\fcon-info-1.BMP",".bmp","33844","2754776EA10FFCCE360A7C875C06D05A4AE21219673710FA43362BF59B9FF85C","C:\Program Files (x86)\Nova1492\datan\common\fcon-info-1.BMP"
"datan\common\fcon-info-2.BMP",".bmp","65616","979A8742351F3D05B769B95AFA853A90DE60442D557DEFA44560EB05ADE9A67E","C:\Program Files (x86)\Nova1492\datan\common\fcon-info-2.BMP"
"datan\common\fcon-info-box.bmp",".bmp","98360","AA16D3401E5BABF802048B89F73D798C599D3684EAA4B5087C6A72598415855B","C:\Program Files (x86)\Nova1492\datan\common\fcon-info-box.bmp"
"datan\common\fcon-info-grain.BMP",".bmp","263220","267CF23E00A0D5BFA86EEA02065CAEACCF1D9A7CD5421DB33BBA4C5BF6147333","C:\Program Files (x86)\Nova1492\datan\common\fcon-info-grain.BMP"
"datan\common\fcon-new.bmp",".bmp","263220","DF0096C5E972B5914FF4DAE9D027092C32ABF045360681191E94CE64C4DB48E4","C:\Program Files (x86)\Nova1492\datan\common\fcon-new.bmp"
"datan\common\fcon.bmp",".bmp","295988","D139D11CCDA988CD7507EE2FD17D4728447BC1E309080D2F4C26EFDE7594EFAA","C:\Program Files (x86)\Nova1492\datan\common\fcon.bmp"
"datan\common\fi.png",".png","24136","FDC29DB169046C99ABC67167791B1E2EEBF7C7EA5018DE1EA54BD0819C596523","C:\Program Files (x86)\Nova1492\datan\common\fi.png"
"datan\common\field-bridge.bmp",".bmp","66612","F4688B3AE8D2F8BE4A2DAB2F1C0B7E4BA0F5793E2DC63ADBBF83BAAD4ACF9EA9","C:\Program Files (x86)\Nova1492\datan\common\field-bridge.bmp"
"datan\common\fire-1.bmp",".bmp","49206","4E1AF9A0473532C0FB830AB42B20014D7078FD262DC10C66F99E2D4116E65ABC","C:\Program Files (x86)\Nova1492\datan\common\fire-1.bmp"
"datan\common\fire-1.xfi",".xfi","20","62869CAF6D2428736F243B6E099F463253FE241D23E01BCB579CF979B8306C36","C:\Program Files (x86)\Nova1492\datan\common\fire-1.xfi"
"datan\common\fire-1a.bmp",".bmp","17462","904400EB2ADF618215145136702E3CD18B5961EA66FF0784008BD625C3A0C6D4","C:\Program Files (x86)\Nova1492\datan\common\fire-1a.bmp"
"datan\common\flame1.bmp",".bmp","196664","8E35BAF22D4C2905978407E989518011CAF40727B1986C1F1A33605B26C05C61","C:\Program Files (x86)\Nova1492\datan\common\flame1.bmp"
"datan\common\flame1.xfi",".xfi","27","58DE6F43665C4DC4CFCBAC07FEFCBD32E9805B08517A985AE061DB0F4B56AF89","C:\Program Files (x86)\Nova1492\datan\common\flame1.xfi"
"datan\common\flame1a.bmp",".bmp","66616","615C544B24997D5BCE2125B642C9C1CF30E9D08305567AB4BDA3F9E6B3F747FB","C:\Program Files (x86)\Nova1492\datan\common\flame1a.bmp"
"datan\common\FlameT.bmp",".bmp","24632","B29F4FCF9ADD69EBD13AC6F3F8FF7A086EB73DF9E8D361F966E7EA3BC8AD10CE","C:\Program Files (x86)\Nova1492\datan\common\FlameT.bmp"
"datan\common\fragment.bmp",".bmp","12344","D0C9B818052A5C0DF64D46FB307C5940F953BCC4C33B24550A5CCED0627AEAC3","C:\Program Files (x86)\Nova1492\datan\common\fragment.bmp"
"datan\common\freeze.gx",".gx","5770","1E3820897E835C3E0EAA5F3BD7A07708F1125CCCC1FED210DFA1BD80CED2ED99","C:\Program Files (x86)\Nova1492\datan\common\freeze.gx"
"datan\common\freeze.xfi",".xfi","29","03786D9A1BF1698C72A076ED15D42B8FCD51BD58F629EA8C6E42634E8E105264","C:\Program Files (x86)\Nova1492\datan\common\freeze.xfi"
"datan\common\freezearea.gx",".gx","3087","6648649CCB966B71AB1AC3F6B07EF1CA0049CBABCED3E597E08C495432EC43C9","C:\Program Files (x86)\Nova1492\datan\common\freezearea.gx"
"datan\common\freezearea.xfi",".xfi","31","C1BC4FA477099F276C85E3F9D45CC36F010789B4CE534A77A73240599281ACD8","C:\Program Files (x86)\Nova1492\datan\common\freezearea.xfi"
"datan\common\game-bt-1.BMP",".bmp","66544","9C4BFF3979AA889321B8DEC58E365F7F6CD3FDA6823B9B96B81D6E84A0436E30","C:\Program Files (x86)\Nova1492\datan\common\game-bt-1.BMP"
"datan\common\game-bt-2-2.bmp",".bmp","33844","0D7DEA53C104FC02C675C27B3E8BFE89E6FC80D56300440290EBFEFC3BC754C0","C:\Program Files (x86)\Nova1492\datan\common\game-bt-2-2.bmp"
"datan\common\game-bt-2.BMP",".bmp","66612","331EEF403781079D5180D4C5137333FE6F2D3F9C85D1AF449E6519ACAC05A07A","C:\Program Files (x86)\Nova1492\datan\common\game-bt-2.BMP"
"datan\common\GAMEBUTTON.bmp",".bmp","66614","A67159EB2024183AA86B20BAB4B20311FFE0BA3983E37CEA6AEACE62BF82A03E","C:\Program Files (x86)\Nova1492\datan\common\GAMEBUTTON.bmp"
"datan\common\gb.GX",".gx","1750","31D3B7857D2CA3865A879755AB3491DE7E4FCD28FB653DE33A73ADDCADD691CF","C:\Program Files (x86)\Nova1492\datan\common\gb.GX"
"datan\common\gb.XFI",".xfi","76","05D0A0E2BFB2291D01BD7A80F7D74118418947B985D66BB239DCB5C0AE6852E6","C:\Program Files (x86)\Nova1492\datan\common\gb.XFI"
"datan\common\gem.GX",".gx","54498","888F2B428C73D24198CCFBE1099351BC6918A17A17B5C7647C28B08DA0AB671B","C:\Program Files (x86)\Nova1492\datan\common\gem.GX"
"datan\common\gem.tga",".tga","116062","3D336EA2C4408F1B4D730F6B192FA47F01DCA8D471FE76DE62F0D099EA07AABD","C:\Program Files (x86)\Nova1492\datan\common\gem.tga"
"datan\common\gem.xfi",".xfi","18","6F9C5C829E1559EAFEBCCDA77D0D7AB1691DB18B88FC077FF1E6AC45CA2C85BF","C:\Program Files (x86)\Nova1492\datan\common\gem.xfi"
"datan\common\Gfcon.BMP",".bmp","295988","8E728F2AA3275DE19319D69755B10F5EE36F91002A9788EEEE2194432611C96A","C:\Program Files (x86)\Nova1492\datan\common\Gfcon.BMP"
"datan\common\gil00.GX",".gx","748","903E1466A00FF8210EAAD71245625FFBF53371E790E5FFFBDAEA6F8D4818D9E8","C:\Program Files (x86)\Nova1492\datan\common\gil00.GX"
"datan\common\gil01.GX",".gx","748","AE15E4BEE7B20BF7E9897735AC64C3EE41D7D0851F915B6FBC51EBCF009AC781","C:\Program Files (x86)\Nova1492\datan\common\gil01.GX"
"datan\common\gil02.GX",".gx","748","8354ED2E55218F1BBB6440632DCFF3A75B10E90DE281339C8872877EC4D36075","C:\Program Files (x86)\Nova1492\datan\common\gil02.GX"
"datan\common\gil03.GX",".gx","746","6947B3D1003D4B0971D7853E2588AA14F7E5DC74FF23BC073DAD9F616447CC61","C:\Program Files (x86)\Nova1492\datan\common\gil03.GX"
"datan\common\gil04.GX",".gx","749","168890C77956E2F20A76A69573DACE749779443DA76DB31A600BE421994B8F78","C:\Program Files (x86)\Nova1492\datan\common\gil04.GX"
"datan\common\gil05.GX",".gx","752","88EBA77CCC1B2B0159C2C3C461B4F434CC704971B555866120B45FA719508FEF","C:\Program Files (x86)\Nova1492\datan\common\gil05.GX"
"datan\common\gil06.GX",".gx","753","1F275F55039CD514D58D89F19780D0C91A174916C8DF035AA3353D152C08EBD5","C:\Program Files (x86)\Nova1492\datan\common\gil06.GX"
"datan\common\gil07.GX",".gx","760","30D9311252A336F07FFD365E772AED833CA731B2653E95263F0D3CE77CCBEC23","C:\Program Files (x86)\Nova1492\datan\common\gil07.GX"
"datan\common\gil08.GX",".gx","760","15E2BBE6931B75D73FECC0110760FEE67A1337531F80836672E013A1E15372A1","C:\Program Files (x86)\Nova1492\datan\common\gil08.GX"
"datan\common\gmb1.gx",".gx","66674","6705C77227F645D24E8226688D24A691588E0DEE868FA2061E006B55E7FD5090","C:\Program Files (x86)\Nova1492\datan\common\gmb1.gx"
"datan\common\gmb1.tga",".tga","87967","77092097BB9AABA319AEB971895D0BA0DB6FD24C0ADC9DC6B73DB932E064D6F4","C:\Program Files (x86)\Nova1492\datan\common\gmb1.tga"
"datan\common\gmb1.xfi",".xfi","23","761695A757C408AB66EFBE311100E39821F3708ECA7986E576BE28F2E92F1B85","C:\Program Files (x86)\Nova1492\datan\common\gmb1.xfi"
"datan\common\gmb10.gx",".gx","20389","E34FE7D2573993D73D60D3EEAB9E9928906F07B61B6DC1C6C079DA80A09947AD","C:\Program Files (x86)\Nova1492\datan\common\gmb10.gx"
"datan\common\gmb10.tga",".tga","68141","69CDA914039AB33ACC11CFB2171F332DFE8680465ECFB0EC7AB7A5A39B4EB497","C:\Program Files (x86)\Nova1492\datan\common\gmb10.tga"
"datan\common\gmb10.xfi",".xfi","22","AAEED2C83354FEDC163062E79D33068A65B83BAEFD801C7297AC4AE3E79F841C","C:\Program Files (x86)\Nova1492\datan\common\gmb10.xfi"
"datan\common\gmb11.gx",".gx","44207","373D4CF46E5C5B51D02EEC36B89718C92E9572C68341E90CCD8265471BCA4076","C:\Program Files (x86)\Nova1492\datan\common\gmb11.gx"
"datan\common\gmb11.tga",".tga","68730","A542FBE6DDB8DDD3FB825787AB63BEFEF86B0A4B371AEEBF81E0A33FA185A340","C:\Program Files (x86)\Nova1492\datan\common\gmb11.tga"
"datan\common\gmb11.xfi",".xfi","23","E7D5728A0948E3D241A898F32937F8710263EAB13E4233F65931CA9977F52597","C:\Program Files (x86)\Nova1492\datan\common\gmb11.xfi"
"datan\common\gmb12.gx",".gx","43419","9508E8F80AA384CE01E10FD190E012D081743E1D5406FB7BFB208A4632A95752","C:\Program Files (x86)\Nova1492\datan\common\gmb12.gx"
"datan\common\gmb12.tga",".tga","41034","E63454BF7B82319E9C169366BBEAD1AF38CCB3A7BC0AE2E1A9964A86E60AB114","C:\Program Files (x86)\Nova1492\datan\common\gmb12.tga"
"datan\common\gmb12.xfi",".xfi","23","E7D5728A0948E3D241A898F32937F8710263EAB13E4233F65931CA9977F52597","C:\Program Files (x86)\Nova1492\datan\common\gmb12.xfi"
"datan\common\gmb13.gx",".gx","125268","8BF3D5B65AE3AF521B9C55EB45F9196F8C49A0F445E12E682F273C89C12E8DE4","C:\Program Files (x86)\Nova1492\datan\common\gmb13.gx"
"datan\common\gmb13.tga",".tga","41153","9751D45140DD1E94740D9378B1B63089E4507F24CAEB048DF2F366D1EC64505E","C:\Program Files (x86)\Nova1492\datan\common\gmb13.tga"
"datan\common\gmb13.xfi",".xfi","23","E7D5728A0948E3D241A898F32937F8710263EAB13E4233F65931CA9977F52597","C:\Program Files (x86)\Nova1492\datan\common\gmb13.xfi"
"datan\common\gmb2.gx",".gx","34283","FAB01E50467DEF067D4282E6638CBD38D3D7BA4331002CF701EDD81100B67E59","C:\Program Files (x86)\Nova1492\datan\common\gmb2.gx"
"datan\common\gmb2.tga",".tga","48190","7E5F71A508AC41DBE6E61C830A417837FAF0C05D2C6376B832C0CB4179631EA2","C:\Program Files (x86)\Nova1492\datan\common\gmb2.tga"
"datan\common\gmb2.xfi",".xfi","22","AAEED2C83354FEDC163062E79D33068A65B83BAEFD801C7297AC4AE3E79F841C","C:\Program Files (x86)\Nova1492\datan\common\gmb2.xfi"
"datan\common\gmb3.gx",".gx","23433","B0B23FA41FCD9AF2967425590F5E4FE984DA26FCDDD3439951A30C12602099DD","C:\Program Files (x86)\Nova1492\datan\common\gmb3.gx"
"datan\common\gmb3.tga",".tga","44341","70A9FFF400636FC8D33C5D327EFC1F0534D07BC80BD926113DABD7AAE12F0EFE","C:\Program Files (x86)\Nova1492\datan\common\gmb3.tga"
"datan\common\gmb3.xfi",".xfi","23","E7D5728A0948E3D241A898F32937F8710263EAB13E4233F65931CA9977F52597","C:\Program Files (x86)\Nova1492\datan\common\gmb3.xfi"
"datan\common\gmb4.gx",".gx","66631","7182A3BB1AF6BF953492C1710BD34B057841391FB7EC7A565BEDCFCD0DD79630","C:\Program Files (x86)\Nova1492\datan\common\gmb4.gx"
"datan\common\gmb4.tga",".tga","57965","D8F3DC0DB824312BCB6F7493A7A34348CC895F0C2382AB07DAF94F86AC102C81","C:\Program Files (x86)\Nova1492\datan\common\gmb4.tga"
"datan\common\gmb4.xfi",".xfi","23","9C0585C9852687DE69B3B451A04D85C6293F4836BA9656060F1677A8A4CE88D8","C:\Program Files (x86)\Nova1492\datan\common\gmb4.xfi"
"datan\common\gmb5.gx",".gx","51798","936B75E140953D274D32D6E4491412A9A63BA9AC129712B81B908FA6CD447078","C:\Program Files (x86)\Nova1492\datan\common\gmb5.gx"
