"category","source_relative_path","model_path","vertices","triangles","texture_output","status"
"UnitParts/ArmWeapons","datan\common\������02_RArm.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common__02_RArm_09e9b720.obj","292","240","","organized"
"UnitParts/ArmWeapons","datan\common\�����02_RArm.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common__02_RArm_cc1e7a29.obj","234","256","","organized"
"UnitParts/ArmWeapons","datan\common\�׿³���_LBack.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common___LBack_e3b151da.obj","1000","412","datan_common___LBack_e3b151da.png","organized"
"UnitParts/ArmWeapons","datan\common\�׿³���_RBack.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common___RBack_9c3e4337.obj","1038","412","datan_common___RBack_9c3e4337.png","organized"
"UnitParts/ArmWeapons","datan\common\arm1_sz.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm1_sz_5fce3a7e.obj","123","131","","organized"
"UnitParts/ArmWeapons","datan\common\arm10_broz.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm10_broz_8151f977.obj","156","176","","organized"
"UnitParts/ArmWeapons","datan\common\arm11_poms.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm11_poms_3a4be2f0.obj","73","91","","organized"
"UnitParts/ArmWeapons","datan\common\arm12_onms.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm12_onms_efa25324.obj","104","106","","organized"
"UnitParts/ArmWeapons","datan\common\arm13_prs.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm13_prs_506c6fbf.obj","272","216","","organized"
"UnitParts/ArmWeapons","datan\common\arm14_hbsz.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm14_hbsz_04ed14da.obj","321","221","","organized"
"UnitParts/ArmWeapons","datan\common\arm15_hdkn.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm15_hdkn_75ab9b21.obj","373","321","","organized"
"UnitParts/ArmWeapons","datan\common\arm16_mgbr.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm16_mgbr_3f89d892.obj","392","302","","organized"
"UnitParts/ArmWeapons","datan\common\arm17_prrs.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm17_prrs_13e8b933.obj","240","266","","organized"
"UnitParts/ArmWeapons","datan\common\arm18_knst.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm18_knst_c1fdf073.obj","244","232","","organized"
"UnitParts/ArmWeapons","datan\common\arm19_roz.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm19_roz_611f470e.obj","246","260","","organized"
"UnitParts/ArmWeapons","datan\common\arm2_hbbr.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm2_hbbr_b60c5fe0.obj","389","309","","organized"
"UnitParts/ArmWeapons","datan\common\arm20_rkto.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm20_rkto_aae07f0f.obj","264","328","","organized"
"UnitParts/ArmWeapons","datan\common\arm21_nmsz.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm21_nmsz_3025b871.obj","234","199","","organized"
"UnitParts/ArmWeapons","datan\common\arm22_bsrsk.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm22_bsrsk_bc100de3.obj","277","210","","organized"
"UnitParts/ArmWeapons","datan\common\arm23_rkog.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm23_rkog_8b60d926.obj","628","394","datan_common_arm23_rkog_8b60d926.bmp","organized"
"UnitParts/ArmWeapons","datan\common\arm24_bzk.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm24_bzk_2d7ab4fb.obj","566","444","","organized"
"UnitParts/ArmWeapons","datan\common\arm25_skoob.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm25_skoob_229cc6db.obj","155","113","","organized"
"UnitParts/ArmWeapons","datan\common\arm26_srmd.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm26_srmd_f4149406.obj","263","213","","organized"
"UnitParts/ArmWeapons","datan\common\arm27_stst.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm27_stst_62131fa9.obj","285","232","","organized"
"UnitParts/ArmWeapons","datan\common\arm28_ozs.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm28_ozs_ea482b30.obj","191","178","","organized"
"UnitParts/ArmWeapons","datan\common\arm29_sdbt.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm29_sdbt_291ce62e.obj","426","334","","organized"
"UnitParts/ArmWeapons","datan\common\arm3_krst.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm3_krst_c49c0c78.obj","174","199","","organized"
"UnitParts/ArmWeapons","datan\common\arm30_sm.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm30_sm_359935d2.obj","120","122","","organized"
"UnitParts/ArmWeapons","datan\common\arm31_skokr.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm31_skokr_34910848.obj","298","324","","organized"
"UnitParts/ArmWeapons","datan\common\arm32_sppoo.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm32_sppoo_7cc1e4c9.obj","705","386","","organized"
"UnitParts/ArmWeapons","datan\common\arm33_hkoo.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm33_hkoo_2f3221a1.obj","327","265","","organized"
"UnitParts/ArmWeapons","datan\common\arm34_skpo.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm34_skpo_66ab9840.obj","339","319","","organized"
"UnitParts/ArmWeapons","datan\common\arm35_ons.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm35_ons_8d7b076f.obj","330","285","","organized"
"UnitParts/ArmWeapons","datan\common\arm36_bnso.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm36_bnso_b047ecaf.obj","319","281","","organized"
"UnitParts/ArmWeapons","datan\common\arm37_sts.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm37_sts_881e108b.obj","268","287","","organized"
"UnitParts/ArmWeapons","datan\common\arm39_hmsk.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm39_hmsk_40bfb86e.obj","720","496","","organized"
"UnitParts/ArmWeapons","datan\common\arm4_bk.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm4_bk_14ec86a5.obj","168","135","","organized"
"UnitParts/ArmWeapons","datan\common\arm41_onoo.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm41_onoo_c56a3962.obj","256","292","","organized"
"UnitParts/ArmWeapons","datan\common\arm43_przso.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm43_przso_8b357f45.obj","455","409","","organized"
"UnitParts/ArmWeapons","datan\common\arm46_dbkr.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm46_dbkr_c141629d.obj","653","658","","organized"
"UnitParts/ArmWeapons","datan\common\arm5_dmsz.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm5_dmsz_470fcf84.obj","81","80","","organized"
"UnitParts/ArmWeapons","datan\common\arm55_bbs.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm55_bbs_a08fbf66.obj","724","444","","organized"
"UnitParts/ArmWeapons","datan\common\arm6_msg.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm6_msg_42fcf388.obj","332","330","","organized"
"UnitParts/ArmWeapons","datan\common\arm7_br.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm7_br_167b4a0e.obj","354","352","","organized"
"UnitParts/ArmWeapons","datan\common\arm71_toptower.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm71_toptower_dff01294.obj","436","288","","organized"
"UnitParts/ArmWeapons","datan\common\arm72_larmtower.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm72_larmtower_a3bd9541.obj","437","259","","organized"
"UnitParts/ArmWeapons","datan\common\arm73_rarmtower.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm73_rarmtower_d1d37d59.obj","437","259","","organized"
"UnitParts/ArmWeapons","datan\common\arm74_lshdtower.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm74_lshdtower_2fb1a076.obj","316","191","","organized"
"UnitParts/ArmWeapons","datan\common\arm75_rshdtower.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm75_rshdtower_064eff20.obj","316","191","","organized"
"UnitParts/ArmWeapons","datan\common\arm76_orns.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm76_orns_0e2c75e5.obj","356","404","","organized"
"UnitParts/ArmWeapons","datan\common\arm77_osdor.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm77_osdor_357035d7.obj","696","502","","organized"
"UnitParts/ArmWeapons","datan\common\arm78_rdoot.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm78_rdoot_a5e758cd.obj","954","546","","organized"
"UnitParts/ArmWeapons","datan\common\arm79_snop.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm79_snop_6cf17a91.obj","655","617","","organized"
"UnitParts/ArmWeapons","datan\common\arm8_do.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm8_do_c62ca52b.obj","211","238","","organized"
"UnitParts/ArmWeapons","datan\common\arm80_opkrs.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm80_opkrs_4f585881.obj","185","121","","organized"
"UnitParts/ArmWeapons","datan\common\arm81_rtro.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm81_rtro_5b428409.obj","308","180","","organized"
"UnitParts/ArmWeapons","datan\common\arm9_omg.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_arm9_omg_ca67501c.obj","154","158","","organized"
"UnitParts/ArmWeapons","datan\common\armtowermis.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_armtowermis_d738b30f.obj","8","5","datan_common_armtowermis_d738b30f.TGA","organized"
"UnitParts/ArmWeapons","datan\common\g_arm56_prrs.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_g_arm56_prrs_6c1c56c2.obj","240","266","","organized"
"UnitParts/ArmWeapons","datan\common\g_arm57_prs.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_g_arm57_prs_44d72b9d.obj","272","216","","organized"
"UnitParts/ArmWeapons","datan\common\g_arm58_dbkr.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_g_arm58_dbkr_7cd10af8.obj","653","658","","organized"
"UnitParts/ArmWeapons","datan\common\g_arm93_rtro.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_g_arm93_rtro_f416628c.obj","308","180","","organized"
"UnitParts/ArmWeapons","datan\common\g_arm94_rdoot.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_g_arm94_rdoot_4fcdfa0d.obj","954","546","","organized"
"UnitParts/ArmWeapons","datan\common\g_arm95_sppoo.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_g_arm95_sppoo_e264d51a.obj","705","386","","organized"
"UnitParts/ArmWeapons","datan\common\g_arm96_snop.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_g_arm96_snop_a7da7dc8.obj","655","617","","organized"
"UnitParts/ArmWeapons","datan\common\g_arm97_rkog.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_g_arm97_rkog_6bb685ea.obj","628","394","","organized"
"UnitParts/ArmWeapons","datan\common\��ĳ��_Front.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common___Front_64e84891.obj","150","167","datan_common___Front_64e84891.TGA","organized"
"UnitParts/ArmWeapons","datan\common\larm81m.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_larm81m_b8748ab9.obj","7","5","","organized"
"UnitParts/ArmWeapons","datan\common\n_arm59_dmsz.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_n_arm59_dmsz_23a50f4e.obj","81","80","","organized"
"UnitParts/ArmWeapons","datan\common\n_arm60_mgbr.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_n_arm60_mgbr_93f3db04.obj","392","302","","organized"
"UnitParts/ArmWeapons","datan\common\n_arm61_bsrsk.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_n_arm61_bsrsk_93c34796.obj","277","210","","organized"
"UnitParts/ArmWeapons","datan\common\n_arm62_knst.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_n_arm62_knst_ebcd5b3d.obj","244","232","","organized"
"UnitParts/ArmWeapons","datan\common\n_arm63_krst.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_n_arm63_krst_540a7073.obj","174","199","","organized"
"UnitParts/ArmWeapons","datan\common\n_arm64_hdkn.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_n_arm64_hdkn_ebda1fa4.obj","373","321","","organized"
"UnitParts/ArmWeapons","datan\common\n_arm65_bbs.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_n_arm65_bbs_ed56efc7.obj","724","444","","organized"
"UnitParts/ArmWeapons","datan\common\n_arm66_skpo.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_n_arm66_skpo_ba00c879.obj","339","319","","organized"
"UnitParts/ArmWeapons","datan\common\n_arm67_sts.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_n_arm67_sts_11adf732.obj","268","287","","organized"
"UnitParts/ArmWeapons","datan\common\n_arm68_roz.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_n_arm68_roz_49d884c0.obj","246","260","","organized"
"UnitParts/ArmWeapons","datan\common\n_arm69_rkog.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_n_arm69_rkog_58048a89.obj","628","394","","organized"
"UnitParts/ArmWeapons","datan\common\n_arm70_hmsk.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_n_arm70_hmsk_c454bc29.obj","720","496","","organized"
"UnitParts/ArmWeapons","datan\common\ȣ��1_LBack.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common__1_LBack_40a0fc5e.obj","223","166","","organized"
"UnitParts/ArmWeapons","datan\common\ȣ��1_RBack.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common__1_RBack_c8f8683c.obj","223","166","datan_common__1_RBack_c8f8683c.TGA","organized"
"UnitParts/ArmWeapons","datan\common\ȣ��2_LBack.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common__2_LBack_cbda495d.obj","207","164","","organized"
"UnitParts/ArmWeapons","datan\common\ȣ��2_RBack.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common__2_RBack_0173b3cf.obj","207","164","datan_common__2_RBack_0173b3cf.TGA","organized"
"UnitParts/ArmWeapons","datan\common\s_arm48_nmsz.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_s_arm48_nmsz_03b0ea0b.obj","234","199","","organized"
"UnitParts/ArmWeapons","datan\common\s_arm49_rkog.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_s_arm49_rkog_525451bc.obj","628","394","","organized"
"UnitParts/ArmWeapons","datan\common\s_arm50_hmsk.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_s_arm50_hmsk_ec006bf8.obj","720","496","","organized"
"UnitParts/ArmWeapons","datan\common\s_arm51_roz.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_s_arm51_roz_6ed5f51f.obj","246","260","","organized"
"UnitParts/ArmWeapons","datan\common\s_arm52_bzk.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_s_arm52_bzk_40a35d86.obj","566","444","","organized"
"UnitParts/ArmWeapons","datan\common\s_arm53_ons.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_s_arm53_ons_e0664aa7.obj","330","285","","organized"
"UnitParts/ArmWeapons","datan\common\s_arm54_onoo.gx","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_s_arm54_onoo_9d8e9730.obj","256","292","","organized"
"UnitParts/ArmWeapons","datan\common\ss0_arm82_msg.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_ss0_arm82_msg_8721b685.obj","660","422","datan_common_ss0_arm82_msg_8721b685.bmp","organized"
"UnitParts/ArmWeapons","datan\common\ss0_arm83_amg.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_ss0_arm83_amg_06c70060.obj","672","413","datan_common_ss0_arm83_amg_06c70060.bmp","organized"
"UnitParts/ArmWeapons","datan\common\ss0_arm84_skoob.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_ss0_arm84_skoob_5de01f91.obj","798","472","datan_common_ss0_arm84_skoob_5de01f91.bmp","organized"
"UnitParts/ArmWeapons","datan\common\ss0_arm85_sppoo.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_ss0_arm85_sppoo_30c6898f.obj","1434","798","datan_common_ss0_arm85_sppoo_30c6898f.bmp","organized"
"UnitParts/ArmWeapons","datan\common\ss0_arm86_hmsk.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_ss0_arm86_hmsk_db701dfd.obj","1408","800","datan_common_ss0_arm86_hmsk_db701dfd.bmp","organized"
"UnitParts/ArmWeapons","datan\common\ss0_arm87_dbkr.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_ss0_arm87_dbkr_180391aa.obj","1292","804","datan_common_ss0_arm87_dbkr_180391aa.BMP","organized"
"UnitParts/ArmWeapons","datan\common\ss0_arm88_orns.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_ss0_arm88_orns_52e955fd.obj","1967","1211","datan_common_ss0_arm88_orns_52e955fd.bmp","organized"
"UnitParts/ArmWeapons","datan\common\ss0_arm89_bnso.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_ss0_arm89_bnso_d7d0e9d9.obj","1197","696","datan_common_ss0_arm89_bnso_d7d0e9d9.bmp","organized"
"UnitParts/ArmWeapons","datan\common\ss0_arm90_skokr.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_ss0_arm90_skokr_dd8fb43a.obj","2088","1248","datan_common_ss0_arm90_skokr_dd8fb43a.bmp","organized"
"UnitParts/ArmWeapons","datan\common\ss0_arm91_snop.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_ss0_arm91_snop_365f7d38.obj","860","656","datan_common_ss0_arm91_snop_365f7d38.BMP","organized"
"UnitParts/ArmWeapons","datan\common\ss0_arm92_ons.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_ss0_arm92_ons_787a65af.obj","1262","780","datan_common_ss0_arm92_ons_787a65af.BMP","organized"
"UnitParts/ArmWeapons","datan\common\��Ʈ��_Front.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common___Front_ed8af927.obj","254","199","","organized"
"UnitParts/ArmWeapons","datan\common\ü�¸���_LArm.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common___LArm_44ad0d6a.obj","255","198","datan_common___LArm_44ad0d6a.TGA","organized"
"UnitParts/ArmWeapons","datan\common\ü�¸���_RArm.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common___RArm_9ad7bf94.obj","255","198","","organized"
"UnitParts/ArmWeapons","datan\common\���ݿ���_Top.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common___Top_d75185b2.obj","468","260","","organized"
"UnitParts/ArmWeapons","datan\common\공격오라_Top.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common___Top_c6ede1c8.obj","468","260","","organized"
"UnitParts/ArmWeapons","datan\common\공중타워링.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_2635d864.obj","241","153","datan_common_2635d864.TGA","organized"
"UnitParts/ArmWeapons","datan\common\네온날개_LBack.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common___LBack_edc3d983.obj","1000","412","datan_common___LBack_edc3d983.png","organized"
"UnitParts/ArmWeapons","datan\common\네온날개_RBack.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common___RBack_15b0d048.obj","1038","412","datan_common___RBack_15b0d048.png","organized"
"UnitParts/ArmWeapons","datan\common\방어업_LArm.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common___LArm_b21e8b05.obj","232","262","datan_common___LArm_b21e8b05.TGA","organized"
"UnitParts/ArmWeapons","datan\common\방어업_RArm.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common___RArm_6a3eb2ba.obj","232","262","","organized"
"UnitParts/ArmWeapons","datan\common\방어오라_Top.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common___Top_044b7b03.obj","230","179","","organized"
"UnitParts/ArmWeapons","datan\common\센서_Front.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common___Front_9f4ed7ea.obj","244","216","datan_common___Front_9f4ed7ea.TGA","organized"
"UnitParts/ArmWeapons","datan\common\수리오라_Top.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common___Top_feef3dc4.obj","330","296","","organized"
"UnitParts/ArmWeapons","datan\common\스캐너_Front.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common___Front_3391fcf0.obj","150","167","datan_common___Front_3391fcf0.TGA","organized"
"UnitParts/ArmWeapons","datan\common\와트셀_Front.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common___Front_b3b585cc.obj","254","199","","organized"
"UnitParts/ArmWeapons","datan\common\지대공01_LArm.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common__01_LArm_640b5687.obj","292","260","datan_common__01_LArm_640b5687.TGA","organized"
"UnitParts/ArmWeapons","datan\common\지대공01_RArm.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common__01_RArm_00e299dc.obj","292","260","","organized"
"UnitParts/ArmWeapons","datan\common\지대공02_LArm.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common__02_LArm_1d7c3b10.obj","234","256","datan_common__02_LArm_1d7c3b10.TGA","organized"
"UnitParts/ArmWeapons","datan\common\지대공02_RArm.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common__02_RArm_6ada290d.obj","234","256","","organized"
"UnitParts/ArmWeapons","datan\common\지대지01_LArm.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common__01_LArm_94384af1.obj","314","230","datan_common__01_LArm_94384af1.TGA","organized"
"UnitParts/ArmWeapons","datan\common\지대지01_RArm.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common__01_RArm_a29b71ff.obj","314","230","datan_common__01_RArm_a29b71ff.bmp","organized"
"UnitParts/ArmWeapons","datan\common\지대지02_LArm.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common__02_LArm_7bfb5a2c.obj","292","240","datan_common__02_LArm_7bfb5a2c.TGA","organized"
"UnitParts/ArmWeapons","datan\common\지대지02_RArm.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common__02_RArm_9486bbf9.obj","292","240","","organized"
"UnitParts/ArmWeapons","datan\common\지대지공01_LArm.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common__01_LArm_2b6669b6.obj","287","236","datan_common__01_LArm_2b6669b6.TGA","organized"
"UnitParts/ArmWeapons","datan\common\지대지공01_RArm.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common__01_RArm_0667c163.obj","287","236","","organized"
"UnitParts/ArmWeapons","datan\common\지대지공02_LArm.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common__02_LArm_53c67977.obj","623","507","datan_common__02_LArm_53c67977.TGA","organized"
"UnitParts/ArmWeapons","datan\common\지대지공02_RArm.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common__02_RArm_f6928141.obj","623","507","","organized"
"UnitParts/ArmWeapons","datan\common\체력리젠_LArm.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common___LArm_fe1dd94e.obj","255","198","datan_common___LArm_fe1dd94e.TGA","organized"
"UnitParts/ArmWeapons","datan\common\체력리젠_RArm.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common___RArm_d4053cff.obj","255","198","","organized"
"UnitParts/ArmWeapons","datan\common\타워어깨미사일.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_98999013.obj","42","60","datan_common_98999013.TGA","organized"
"UnitParts/ArmWeapons","datan\common\타워팔형공중미사일.GX","Assets/Art/Nova1492/GXConverted/Models/UnitParts/ArmWeapons/datan_common_02735106.obj","50","70","datan_common_02735106.TGA","organized"
